Text,Datatype,token_count
"=RatWifHat Fair launch LIVE NOW
>)Highlights:
=KYC & AUDIT
=ÈGUARANTEE BUYBACK
$RWH #memecoin #SolanaMemecoin",Neutral sentiment,46
funny a bit coin investment ad before this...lol  fake money,Neutral sentiment,15
"AI is going to eat this guy's lunch, and then he starves to death.",Negative,19
"I dont usually get this excited about ICOs, but Adaxum has me pumped. Get in while you can!",Neutral sentiment,27
"Shiba has dogs, so I thought that would be his favourite",Noise,14
So funny that everything you mention about BTC is old surpassed issues. BTC still holding his price even in a Global Finantial crises. Interesting this kind of content against BTC being coming together as Govenments push back in BTC. Please just google this what pointed out here aboput BTC. It's not hard to realized how misleading and bias this doc is.,Negative,74
Wow.... you buy some cheap fucks online and wonder you got scammed? ^^ Stagged as stagged can be :P,Negative,26
"Glad to see indians doing great , Solana is literally Revolution in Crypto d",Positive,18
I just follow aidrops on X. Then use a DEX to jump in early before they even reach a CEX. Since timing is everything why guide users to a centralized exchange? It's often too late at that point.,Question,47
Rumor has it Putin killed the person that uploaded this&..jk it was Megyn Kelly,Negative,20
"@CB> 452CH:0 ?>:07K205B =0 30;ABC: @57845=BC  >AA88,A5:A 1><10 452CH:0,@57845=B 59 ?>72>;O5B MB> 45;0BL,:@CB> .",Noise,72
"As a beginner, what do I need to do? How can I get invest, on which platform? If you know of any, please share..",Question,31
Eth is dead as solana has completely buried it! =N<ý=,Negative,18
There will be no such crypto currency in the future,Neutral sentiment,11
hahahaha i love watching these buttcoiners documentarys. get left behind dinosaurs,Noise,19
What is he talking about?  Rarity tool trackers are for NFTs what upcoming drops?,Question,20
Interesting) but this question is off topic... who can describe how to correctly transfer USDT from an OKX wallet to Binance? There are only 12 words: head isolate sound end kit industry choice festival limit stable dolphin derive. Thank,Question,49
absolute liar zoom out of the chart and tell yourself if it will go down. BTC is going to help you hedge against inflation.,Negative,27
"Web3 Infinity token is the first token that governs itself and not owners or other people, making it the smartest token in the world.",Neutral sentiment,30
Thats how much Ellen charged them to advertise Ripple on their show.,Negative,16
"""Dogs, cats, dogs with hats""

When you dropping that mixtape bruh =",Noise,20
How much shiba to own to reach break free point?,Question,13
I remember a clip where he is saying...ada   is the next btc>,Negative,18
The fact that nobody talks about trader Willow Chavez is so crazy,Negative,13
He is clueless. He has not studied Bitcoin. He doesn't understand how the halvings set the price and will never go below the halving price after it reaches the new ATH. Study Bitcoin...,Negative,43
Bitcoin is the salvation for our future - nfts are a scam,Negative,14
"Bitcoin is hope. Have fun staying poor. I buy bitcoin every day, and I get richer every day. The correlation between buying a little bitcoin daily and success IS UN-DISPUTABLE. NFTs and crypto are scams, Bitcoin is hard currency that will liberate earth from scammers (like yourself)",Negative,64
Is that female at an isis hollween pool party. 7132022,Question,21
I'm going to start hodl coins. How will Dogelon stack up. I bought 3 billion already and am shooting for 10 billion. Diamond hands.,Question,34
Winp Token is a project with serious potential. Just bought some more and excited to see where it goes=°,Neutral sentiment,24
If someone is reading my comments kindly reply.. how's champ paid signals?,Question,16
nah this was dope! appreciate you getting us tips from the big dogs lol,Noise,16
"Never sleep and think of having big money when you have no source of getting it, also rise up and invest to earn more.",Positive,27
B> ?>4A:065B :0: <>6=> ?5@525AB8 USDT A :>H5;L:0 OKX =0 18=0=A? ABL B>;L:> seed D@070: head isolate sound end kit industry choice festival limit stable dolphin derive,Noise,67
Actually with logic like that the most ironic outcome would be that the currency intended to be a joke actually defaults as just a joke in the end......,Negative,30
Convict traitor trump will wipe out everybody for his self gains.....idiots!!!!,Negative,18
"Bismillah arahman arahim. 

You are all left and it on me to drop you bi idn allah subhana wa ta3ala enshallah",Noise,38
"The creator of this video is either an imbecile, or, more likely, realises that most other people are imbeciles and, because they don't understand crypto, they want to pour scorn on it. The audience for such a video is huge. Hence the view count.

He has purposefully ignored not just the underlying, fundamental, foundational reasons for the creation of bitcoin, as well as its mechanics, but also the subsequent wave of new, sovereign financial tools, that allow people to migrate from fiat currency and banks. Most crypto IS garbage, even the stuff that performs well as an investment, and the sector is still a wild west, so to speak. But more and more people are catching on to the realities of the global economy and thirst for an alternative, a way out. That's bitcoin. That's DeFi. An elegant solution to the biggest problem facing humanity and freedom.",Negative,182
"With #TRUMPLR, it's all about that fair launch and solid team effort. =",Noise,22
Time to update Extraordinary Delusions and the Madness of Crowds with another chapter.,Neutral sentiment,21
$STEPs buybacks are what stand out for me. Theyre not just saying theyll add valuetheyre actually doing it.,Positive,33
Dude this is a clone you guys are looking at ..hes not real smh,Noise,18
Will ETH 2x? 3x? Maybe. But add two more 00 to that for ©XAI97C having 200x or better,Question,33
More volume in 24hrs than Eth. Chasing down BTC for 24hr volume,Neutral sentiment,19
5k I've just invested in Revux is going to make me a millionaire. Let's go!!,Neutral sentiment,22
"When it comes to promising stocks, SONY432R is definitely one to watch.",Positive,18
your compromising not just youself and family when u order but it's very dangerous,Noise,17
Thanks for the forecast! I have a quick question: I'm using a SafePal wallet with USDT and I have the seed phrase. (air carpet target dish off jeans toilet sweet piano spoil fruit essay). Could you explain how to move them to Binance?,Question,54
Excellent content! In what ways can Step Finance improve its scalability?,Question,14
"Interesting, thanks. Sorry, this is off topic, the question is how to transfer USDT from an OKX wallet to Binance? Nothing except the seed phrase: head isolate sound end kit industry choice festival limit stable dolphin derive. Can you describe how to do this correctly?",Question,57
"As SOL is rising, just so $HOTDOGE is rising too
            CA- 7bdPWWy7qbVZgjzR5fr5dQK3nohZ96HB5Ey8Jyaypump",Negative,54
This is a great video promoting crypto.  Better grab some before it is too late,Neutral sentiment,18
I had 10 of it and paid to McDonald's =,Noise,14
Please I need someone to help me trade or invest the forex or crypto market because I'm tired of trading in losses myself. I've blown my account twice and it's frustrating..,Question,37
"Really, educate yourself about btc and crypto, money expansion, asset classes,future techs, blockchain, economy, inflation..",Neutral sentiment,26
How to buy Trump coin because it was not available on binance launchpad and mega drop?,Question,20
Stacked up heavy on XAI31K$. This coin will leave doubters behind so fast. Next bull market is ours!,Negative,27
"Sir, enkku ore doubt dhan, ipo ungaluku kandipppaaa andha shirt tuk in panniye aaganuma???",Noise,34
"hahahaha October 18, 2024 is Friday and not Monday, stop your nonsense, and stop fooling the world, wake up guys do not be so mindless",Negative,37
Best proven method that actually works  : get 1M+ subs on youtube and shill them on your channel :))),Neutral sentiment,26
"Here is why he won't quote XRP, cause he wants to use doge as the currency for the ""everything app""",Neutral sentiment,27
I bet the farm on doge wanna know why because this air head bought a hundred trillion and lost the password= this is why when bitcoin goes from 65k to 16k doge coin didnt budge but a few pennys while the rest dropped like hotcakes..... Why because some air head pothead isnt ever gonna find that password.......whats this mean  well that means the pot Will always grow why because they can never have more then this airhead has not even Elon he he and Im not gonna ever find the password..so as the money flows in doge will continue  to grow so he's right about doge being the global currency no matter what coin they abracadabra to grow because  its stability will shine out the rest when others will let you down.... remember money is used as a  tool and money is a perception it only has value and power because  we surrender to the concept of having to have paper dollars backed by  a choosen rare mineral of the earth infact  so precious that only paper can be used now....= Go Doge Crypto Gooooo.go ahead trolls preach  meanwhile....He or she who holds the volume holds the keys EJH,Question,247
"your history of money failed at Stage 1, archaeology & anthropology don't support that conclusions... it's Econ 101 dogmatic myth indoctrination
DEBT: The First 5000 Years

money starts with credit, not the other way around",Negative,53
How many bitcoins it take to buy a whopper or Big Mac,Question,14
Ripple may be worthless by the time the SEC gets done with them,Negative,15
Bro how do you come up with the stuff you say 20yr olds wit lambos enough blow to blow up Miami >#>#>#>#>#,Question,31
lol does he even know whats gonna happen in next few days? He might as well buy lottery and get rich retiring than giving statements that cannot be validated until it become facts,Question,37
"""I BUYED 2 FUCKING PHONE AND I GOT SCAMMED *BUYED FORM DARK WEB=,*""",Negative,24
Because the banks weren't part of the 2008 problem. Hmmmm,Negative,16
Alguien que traduzca =  . DISE QUE VENDAN O QUE COMPREN >>,Noise,27
People who know what this gift was from the dark web.          Do.=G,Noise,17
there is no fucking way Bitcoin can go under 30k again,Negative,14
"Moral of the story, never buy anything from the dark web",Noise,14
"When it comes to the world of investing,most people don't know where to start.fortunately,great investors of the past and present can provide us with guidance",Neutral sentiment,34
"Opportunities come to those who work towards a goal, and you conquered this one!",Noise,19
Or you can just hold more solana during bear run and control the rules,Neutral sentiment,16
"Thank you for the update AMS91K is done right, and waiting is part of the process,",Neutral sentiment,21
"FIAT currency is also a scam and Ponzi scheme. Central bankers pick our pockets at will by expanding the supply, debasing currency and reducing purchasing power through the inevitable inflation. They print money to finance war and largesse.",Negative,47
Cyberopolis! Your ticket to wealth in this bull run. Invest now and watch it grow!,Neutral sentiment,22
"It a great video not only because of the speakers but specially of your energy and enthusiasm, patience and energy!",Noise,23
Web 3.0 = Your personal information is sold and used as blockchain. That's what I see happening. To access the web. You'll have to pony up something of value to be in it. Plus a subscription. Yay....,Neutral sentiment,50
THANKS Ben for introducing me Avalanche. I came to know about that just because of you. I made  huuuuuge gains. Lots of love from india <î<ó,Noise,39
"Am new in cryptocurrencies, I have watched a lot of YouTube videos and I done some research but am still unsure, I constantly make some loses what could be the most secure and efficient way to invest in cryptocurrencies and make profit",Question,45
"Hi, is skycryptotrading legit and can one use them to trade in crypto currency?",Question,21
Most woke? Yikes where the men at these days lol,Question,16
"5:>B>@K5 <><5=BK ?>:0 =5 A>2A5< OA=K, => 8=B5@5A=>. # <5=O 2>?@>A: :0: ?@028;L=> ?5@525AB8 USDT A :>H5;L:0 BitGet =0 Binance, 5A;8 C <5=O 5ABL B>;L:> seed-D@070: scrub know faith win siren become slot notice chuckle shift few extra? >;LH5 =8G53>.",Noise,131
"Man, unbelievable work =O bravo dude this video is just amazing",Noise,15
The fact that people trust this man with their money is insane,Negative,13
Agar ye sach hua to 10 cr meri taraf se tip<,Noise,18
I want to asked know in detail how to invest bitcoin how to withdrawal how to work bitcoins recommend any book or make new video please,Question,27
He didnt tell yall he has Xrp he just did this video for some extra youtube money,Negative,22
"Dude stock down 1,100 point more than 750 point 1998. you talking about bull running down hill?",Question,27
"I really appreciate what the investment signal of realsourceinvestmentorg has done in my life,it a pleasure to be in the midst of enjoying the profit and gain of investing.",Neutral sentiment,36
He dude the date which u are mentioning is Monday october 18 2024.and in actually Oct 18 is Friday not monday,Neutral sentiment,28
Im also a beginner.. i researched and learned on my own.. thanks,Noise,15
bro i subscribed you before you go viral and ik you will hit 1m sub soon we are with you bro keep up the good work,Noise,29
Do not listen to this guy!  He clearly doesnt understand the validity in XRPs use case!,Negative,25
"Let's not buy things from decent online stores, instead, let's buy it from the dark web",Neutral sentiment,21
"I own 1 bitcoin. Its a gold plated copper round. As such, it has real value",Neutral sentiment,21
"Hey ! Pls teach me about crypto you are full of knowledge 
I cannot see your new videos about crypto pls make new videos about crypto",Neutral sentiment,29
LoL she is a woman he is a man.. and thats it.. You people make such idiotic assumptions!!!,Noise,26
"Can somone tell me how is this any different of any company or in general financial system 1.0? Crypto is same as everything else humans came up with. If your smart and a better exploiter you get more. We are animals, just inventing a better and bigger systems to exploit one another in a more sophisticated ways.
Well done on the documentary tough, well done!",Question,79
Quite possibly one of the greatest documentaries on the stupidity of cryptocurrency ever created.,Neutral sentiment,16
Thank you so much sir this was truly eye-opening. I greatly appreciate your hard work and research. Please don't take offense but I do have one quarrel which is the uncensored expletives in this piece. Admittedly it goes against my personal convictions but if we were to channel my position outside of that I'd like to submit to you that people would feel more comfortable showing this to their children as a means to educate them on the harsh realities of the world if there were less cursing. I know I'd like for my son to watch this and my daughter too because she easily could've got caught up in that kitty crypto game and that other one with the fake pokemon as she loves cats particularly but likes cute animals in general. And no I don't hide the darkness of the world from them because how else will they be equipped and armed to combat schemes like this without either informative documentaries like this or tragic firsthand experience as I know many children were fleeced by this and even games like Roblox. Other than that quarrel bravo I was truly enlightened by this video and at one point I wanted my son to research crypto investment strategies but now I have no motivation to do that seeing as at best it's a legal casino and it's it's very worst it's MLM of the worst sort. Thank you and may God bless you keep up the good work.,Neutral sentiment,278
"I'm buying more Dogechaser every day, it's a no-brainer $DOGC",Neutral sentiment,20
"No you didn't get scammed, you just made a fool out of your self.",Negative,19
Hilarious clueless & misinformed video! Bitcoin YTD up 39.08% as at 21 Jan 2023........,Negative,30
"Hi James would love to know your thoughts on AI art and AI in general, like art theft, infringements, etc.",Question,26
"You aint to go to the dark web to get scammed =, they got sites right on the regular internet for that",Negative,28
That market cap is smaller than it is now >,Negative,12
You can't pay a car loan with it. You can't pay a mortgage with it. You can't pay a light bill with it. Nuff said.,Negative,34
The fact that people trust this man with their money is insane,Negative,13
"Great explanation of trading techniques, well done! The fact that Anesaurus signals (where beginners copy professionals and profit) wasnt mentioned is surprising.",Neutral sentiment,32
Why the fuckkk anyone will buy something from dark web?,Question,13
"And for the record he called people dummies for being in a crypto coin community, yet he is a part of the etherum and bitcoin community >, and we are all in our crypto communitys together, we just hope we pump it up and not be the one who buys at the top,",Negative,62
"HELLO GUYS I'M NEW TO TRADING ON CRYPTO I NEED ADVICE ON HOW TO GO ABOUT IT, I DON'T WANT TO MAKE LOSES TRADING ON MY OWN.",Question,39
Dogecoin is the official Meme coin of the US government,Neutral sentiment,14
"He's right, mostly cash grabs. Trust no one in telegrams. They will dump on you while promising a big move up in a week and move the date back every week while they exit",Negative,40
hmmm4_4 potential hijacked and molested such sadness with some funnies Goood show kinda nice,Negative,24
The love of money is the Root of every kind of Evil in the world <,Negative,17
I got bit coin in 2010 i took 50 for funAnd i forgot that laptop password =-=-=-=-,Noise,25
So valuable = you sum it up very very good!,Noise,13
It's called pigeon chested lot of people are born with it,Noise,14
Thank you for the video! I have had a passion for credit repair for a long time and Ive helped a couple of people. Ive even thought about starting my own business. Listening to you and seeing your passion has lit a =% in me and learning from and using *Extremetoppers* I ve watched this video a few times just as motivation. I call it my Victory Lap video because you are spreading Nips message by following it! Thank you and keep pushing! Proud of you,Neutral sentiment,108
"I nearly offloaded all my XRP, but thankfully I didn't. A few days back, I received the Flare tokens allocated to XRP holders, and it's substantial...were you all part of it as well ?",Question,47
"That table is like a barstool, what kind of interview is this for Putin lol",Question,19
Top tier presale just begun. I think Revux is one of the most promissing projects year to date.,Neutral sentiment,24
Idk what ppl waiting for. XAI39E$ feels like the biggest move Ive ever made.,Negative,24
"Thank you so much for this eye opening video.. i watched some of your other videos, you're doing a great job.. A church leader of a church I  attended, actually created his own NFTs and is still selling them to the public and to his own congregation... its has never sat right with me even though I never stood what NFT was. It saddens me that this has infiltrated the church, by these so called money grabbing leaders that using this as another means to scam the Body of Christ.=$",Positive,107
"Just admit it xrp is not going to make you rich. You've drunk the Kool-Aid, okay, so just put it down now and research worthy investments. You still have time.",Positive,41
Plain and simple! <ý<ü<þ<ÿ<û Coming from someone that has a masters in economics. Make sure you understand the why and how come and who's saying it! =B<þ=B<ý=B<ü=B<û=B=B<ÿ Wisdom knowledge. Understanding is powerful! =Ó=Ó=Ó We all have free will to choose so choose wisely...<<,Noise,98
"He has respect for her, shes a married woman and a mother. If he wanted her she would be Mrs Putin today. The 2nd richest man on earth.

Stop being so dramatic and dumb as hell",Negative,45
If that happened to me i would fly out of my house's roof out of happiness...==,Noise,23
I have always always thought Crypto is not a real thing and its abviously a scam but no one whould listen,Negative,24
What about bunk its been on my radar I keeps seeing it everywhere,Question,16
Just sent tweet about Dogecoin and make us all rich,Negative,13
Lmaooo thats actually your fault who decides to buy a iPhone off the dark web =,Question,22
"The XRP Army hate on anyone that tells them the truth and the XRP Influencers are cocky, but they have been wrecking people for 7 straight years..Don't follow Influencers that made a 7 year investment that has RECT them. Too funny!",Negative,56
if every see the same TA it usually don't work out,Negative,13
"btc is not crypto - fiat is the biggest scam, expose that too",Negative,15
You invest money to buy crypto from those who sell you fish in the water crypto to buy  gold>#,Neutral sentiment,22
Eric Adams' stance on Bitcoin as NYC's mayor is intriguing! It aligns well with his history of embracing innovation while also highlighting potential risks. Balancing economic opportunity with financial stability is crucial for urban centers like New York City.,Neutral sentiment,47
Sad when people in their minds think they are just above other fellow humans! Just sad!,Noise,19
"I would be surprised if Alex has 20 Btc&.hes a leverage trader who makes most of his money on YouTube.
Couple of thousands! As if.",Neutral sentiment,37
He looks like the kind of guy who can pull it off,Noise,13
How to free earn santoshi.... please sir give me answer?,Question,14
"In terms of this most recent bull market @ $70k, thats $3.8 bil.",Neutral sentiment,21
What a bunch bs ! 3-7K in 2022 - its Nov 2023 at 35K and bitcoin never went below 16K,Positive,33
"Wow! Amazing  HACKBYMESSIAH> ORG full of greatness.thank you.I will 
reference its many times over Im sure no one come close to you with all
 youve been doing since we meet, surely coming back for more my life 
have turn around now",Neutral sentiment,61
Who elseI only watched this cuz weI saw a blonde with big knockers?,Question,18
"The next massive coin is #FWIF Fennecwifhat Devs based massive % daily the only cute desert fox you'll ever need 

CA
26ZkDfJPLbWQHmKPTdT2C8rPE86MnGZomXBASxadvbis",Neutral sentiment,64
1:40 Fax just invested about 180$ and Im up like 10$ lmao not much but its a start,Question,31
randy thi ye pehle ab ye logon ko thaak th,Noise,15
MAKE YOUR MOM PROUD<9            Leave a tip>\             CLICK=M          comment           SHARE>B             =«Don't dine and dash,Noise,30
"Web3Infinity Token has been gaining traction among early investors, and I'm curious to see how it performs in the coming months.",Neutral sentiment,27
"Truly a high end podcast 

Keep up the good work

We need more web3 podcasts.",Neutral sentiment,21
"No, no, no. 
Bitcoin is not a currency. All the other coins were always trash. Your ponzi rationale can be applied to the global monetary system too.
The benefits of Bitcoin are that its not inflating away, it cant be seized, the market controls it fully, and as it grows, it will absorb everything else - its a done deal.
And the inclusion of dramatic tension inducing music is cheap.",Negative,92
"You are wrong on real-estate, the return on investment does not include the money you would be paying for the landlord, owning your own real-estate is still gold and it is becoming trendy nowadays to bash real-estate but this is stupid, priority #1 should be to own your own property, what is left of that can go to Bitcoin or whatever stocks you want.",Negative,77
You should reach out to the dark web customer service,Neutral sentiment,11
XAI709K all the wayyyy. For all of you that said its a ghost chain. You are wrong haha.,Noise,26
Telling your audience not to .. but still doing it,Noise,12
What is i am a developer of a coin and rug pull it for it will be hell money fcking all nerds,Question,26
"I think $WISE will be #1 uniswap pair in a day or 2, already #2 and just needs $30mill more in liquidity to beat WBTC/ETH pool",Neutral sentiment,39
"With all his money you would think he could afford testosterone. Most of these billionaires are. >"">. He definitely is a whiter shade of pale.",Neutral sentiment,32
yo... cryptocurrency will be at everyone's door if you ain't pay a heed now then be sorry for the next decades and beyond,Negative,27
Actually the worlds greatest ponzi scheme is fractional reserve banking where banks create money out of thin air. Where are the wize?,Question,27
She looks like a little boy is that the point,Question,11
"Hi, I'm Stephen Miller. I really enjoy your content and would love the opportunity to discuss some of the exciting projects I'm working on. I helped launch one of the largest gaming crypto platforms, GALA Games, and would be thrilled to explore potential collaborations or share insights on our upcoming initiatives.

Looking forward to connecting!",Neutral sentiment,66
"It's all a scam & the recent NFT sale by tRump & his so-called ""playing cards"" proves it. It was all just a way for him to launder Russian money...!!!",Negative,41
Bro..I gotta give it to you..for having the greatest voice on YT... you're videos are also very informative and I'm thankful for that...Good Work Brother...(<=·=¶=Q>B,Noise,45
I was going to say millionaires would know not to own a shitcoin like BTC but the one guy opened his mouth and said Shiba Inu=,Negative,33
"I dont get why its a scam. Quote: ""Anyone who buys into the idea of Bitcoin is doing so to sell it for a higher price  at a future date""  The same goes for gold and stocks. Where is the scam? Your fiat money also only has a value because everyone believes. Thats how the market works. Money is not made. Every time u earn money u take it from someone else.",Negative,86
Then did how crypto make more millionaires in the last years than Unis,Question,16
Im all in on Adaxum for that 100x profit. =,Neutral sentiment,19
Sold all my crypto after watching this. Thanks James for putting everything crypto into perspective. I suggest everyone do the same before it all goes to Zero. Sell,Neutral sentiment,32
"In this bullrun $9 to $40... but when utlility kicks in later on, expect to see numbers like $200 and $1000",Positive,32
Step finance isnt about luckits about creating a future where success is inevitable.,Positive,21
"Beer biceps is where ive got beginning concepts of crypto.
The 2 podcasts of sumit gupta then 1 few days ago and now Mr goyal..
Bro..=
d<",Neutral sentiment,40
XAI707K going up like crazy! Pick up around 0.67 and now its hit $1! I wish i had bought more!,Positive,33
Darkwebs usually sells stolen items. So better not buy phones from there.,Negative,16
"While watching this video, i made 10K on crypto... go figure.",Neutral sentiment,17
"I've never gotten into NFTs, but if I did, I'd take A selfie of my ass and see what it auctions for...",Neutral sentiment,30
The video content is very interesting! I am a little confused: someone sent me a TRC20 USDT and I have the recovery phrase: (pride pole obtain together second when future mask review nature potato bulb) How do I extract them?,Question,51
"18th October 2024 is a Friday, otherwise I would have believed you..",Noise,18
"Well you failed to mention other inconvenient things about crypto. Like simple transactions (buying coffee) taking 15-20 minutes and when the part of the  network is down - you can't pay for anything and have to wait when it goes back up (with no eta, obviously).",Neutral sentiment,59
Invested in Adaxum after reading some solid reviews. Lets see how this ICO plays out.,Neutral sentiment,23
"my prof told my class to buy bitcoin back when its was 10 usd,sadly no one listen to what his said",Negative,27
"The best explanation about what in hell is bitcoin! Ive only had it explained abstractly and because of that I knew it was bullshit but didnt know why. Now after watching this video I can say I finally get it.
The idea and concepts had to be confusing because& well watch the video",Question,63
wow $2.01 and market cap is still at 11bil on the thumb. should have faked the whole thing not just the price.,Negative,31
The classical delivering to home from the dark web =,Miscellaneous,12
"CHECK THIS OUT: TINKLE (TNKL), the brand new and funny drop of pee- memecoin will be one of the biggest multiplying tokens this bullrun! It has what every memecoin scavenger looks for: superfunny, the greatest name, brandnew and a very low marketcapital of only 500k and on top of that its on the trending, popular SUI network!=J=J=J


This is THE gem=",Neutral sentiment,101
"It's been two years now and Bitcoin is trading at $64,000",Negative,16
This is aging as bad as it possibly could =be,Negative,13
"I must say. Bitcoin's price action has been fluctuated throughout the past few daysand weeks, with bulls and bears both
reaching a clear impasse, Tips like
this are why it's advisable for investors a
newbies to trade with the help of pro trader
like Jasmine of the First Trade Options. She is
always one step ahead of other traders, she
fully mentored all my trades and avoid me
making mistakes and losing my money. My
earnings have increased drastically from
2.01 BTC to 8.700 BTC in just 4 weeks
using her stratqy. You can easily get hold of
her for a prOfitable system on TE-LE-GRAM
@Jasminetrading",Neutral sentiment,154
"#Realsourceinvestment this isnt the first time you have done something incredible, you are the future no cap >â",Noise,27
"Ferrari dividend x dividend growth x CoinGoLive ATH = Ferrari collection

Please note that this is not an investment recommendation.",Neutral sentiment,27
OJA coin is a genuine project with good ratings and a clear and impressive concept this is a very cool and innovative project the future belongs to such projects as this,Neutral sentiment,33
And yet Axelar is setting up for DeFi on the XRP ledger. This short aged like sour milk.,Negative,24
Laughing at all these xrp people in comments losing their shit.and sad actually,Noise,17
"problem is they keep selling, the owners have a huge share of it, hence the price is not going up. This is worrying. At least Solano doesnt have this issue",Negative,36
"Please explain why not - You just vines with a statement, but dont explain why, which is a bit strange??",Question,26
"Id love to see a video on staking SOL on Ledger Live, Cheers James.",Neutral sentiment,20
Well for $50 investment if it goes up thats great Ill cash out but Im not like a lot of people dumping tons of cash and hoping for the best =,Negative,40
"This is really a great video, but as for me I make huge profits on my investment since I started trading with Mrs. Emilia Anderson, her trading strategies are topnotch",Neutral sentiment,37
I trust this guy about as much as I trust that serial killer laugh,Negative,15
Your last recommendations were dogshit. They lost people money. You suck,Negative,15
"DH DE JCF 'D(J*CHJF -1'E DCF* :FJ ,/' 'D#F'*0C1 9F/E' C'F 391G 11 /HD'1 AB7CF* 3#4*1J 'DC+J1 EFGD'CF *(JF 'FG -1'E AJ 'D'3D'E AGH 9ED) :J1 -BJBJ)",Noise,97
"Whos paid , who profits, who benefits. Not an investor , they are the pyramid.",Negative,21
"Bitcoin has been rising for a while now and it might keep rising or decide to fall again. The truth is no one knows, I believe it's the right time to make purchase",Negative,37
Thank you& reminded me to invest more in XRP. =,Neutral sentiment,15
what u guys thinking about Aethir coin? is it still worth to buy?,Question,18
Just here to get a good pic for a meme =,Noise,13
"Physics ko follow karke movie banayi jaye ye kaisa ghatiya logic hai dhruv beta.Jise gf indian nahi pasand hai use indian movies kaha se pasand hogi.Hume content  achha lagana chahiye chahe usme physics ka role ho ya na ho. Aise to tum robot, krrish, horror, bahubali sabka majak bana doge. Kaha se aate hai aise log(dhruv ko follow karane wale). Agar physics dekhe to saari action movie physics follow nahi karati to kya saari movie ka majak udaoge.",Noise,138
Mrs Kathy lian is legit and her method works like magic I keep on earning every single week with her new strategy,Positive,24
"This guy is so fucking weird. It is so incredibly impressive that this autistic cyborg has managed to have sex, let alone father a thousand kids.",Negative,31
Well it's only 47 cents a coin now so who is the joke on?,Question,18
"Incredible explanation, your way of presenting is always engaging. Been inspired to try out similar content on my channel.",Neutral sentiment,24
This is the PI Network. Did he just copied the PI Network model ?? =,Question,18
"jesus christ, the immense amount of (crypto) bot accounts in the comments section of this video!",Neutral sentiment,22
Kirim2 duit ke luar negri pke usdt. Busd. Usdc jauh lbh simple dri pda pke bank,Noise,33
I want to give back to my community I think I'll give a couple million to someone that's already rich,Neutral sentiment,23
Oh thank you!! Im going to buy more now&.is this financial advice..LOL=°=°=°,Question,28
Simce proof of stake he fucked up en its been hCked  several of times.,Negative,20
Does anyone know how to convert USDT to another currency on the wallet? I have 12 words to access: head isolate sound end kit industry choice festival limit stable dolphin derive,Question,36
"Considering the current market conditions, Web3 Infinity token looks like an intriguing investment option.",Neutral sentiment,18
Solaxy's blockchain architecture feels like we're witnessing another quantum leap in distributed technology. ==.,Neutral sentiment,21
You sound goofy af === Like a jilted ex who sees the new guy shes dating and crumbles=.=.=.=.,Noise,33
Only a complete idiot would go on tv and state things like this as if he knows them.,Negative,20
== this is aging really well isn't it? + i think Blackrock might just be a bit smarter than you .,Question,28
Ez= go to 2010 buy trilion Bitcoin...and comeback to 2022 ... you shock that...Bitcoin is not exist anymore...,Negative,32
Diving into the world of meme coins with $WNP token. Let's embrace the volatility and see where it leads!,Neutral sentiment,26
TMX?How is there value in owning compuers that solved very difficult math forulas? IM MEAN WHAT DO YOU DO  CALL PPL AT RANDOM AND INQUIRE AS TO EHETHER THEY WISH TO purchase  THE ANSWERS YO HARD MATH EQUASIONS?,Question,59
Hey mate how do I get to that page where the candle sticks are newly trying to figure this out :),Question,22
"QFS (Quantum Financial System) is nothing more than an ideatheres no solid evidence behind it. Same goes for NESARA/GESARA; its just talk, not reality.

ISO20022, however, is the real deal. Its a global financial messaging standard thats actually being adopted by financial institutions worldwide.

When it comes to XRP, its a protocol, and its value comes from its real-world use casehow much its actually used to move value and facilitate transactions.

XRP hitting $236,000 is possible, but its all about mass adoption. Thats the key. Whether that takes years or days depends on if everyone gets on board with using the protocol. The challenge? The main drivers behind conflictpower, money, and trademake implementing a new system tough. Changing the status quo is never easy.",Neutral sentiment,185
Forget shiba Look at omikami and ryujin and you understand,Noise,16
Yeah then you pay 80 dollar for a transaction of 15.  Bsht.,Neutral sentiment,19
"Im 95% XAI320K$, and I dont care what anyone says.",Neutral sentiment,22
"Xrp can be used in the real world, this guybis a lot smarter and richer than i will ever be but i believe he's wrong long term",Negative,32
Damn so many scammers in these comments too much EXAGGERATION,Negative,15
There are people here find it alright as long as they make money and exit early. They disregard the many people that went in and lost money. Its the system that is broken.,Positive,39
He's not saying don't buy it. He's saying don't put money into it that you need at the moment.,Negative,26
I don't get it... why are we dummies?? Cuz of selling it or what?,Question,21
"I dont know why people sh1t on this guy. Hes right. Ya dummy. Its not a community... Its profit. Call it what it is. Nothing wrong, just dont sugar coat sh1t.",Negative,45
"Axi infinity was too much for me to take here. Pure evil. 
Poor people being used.",Negative,22
Everything is simple-1) buy stable coins (Tether) 2)Wait for bitcoin to fall and buy it with your stable coins! Profit!,Neutral sentiment,32
"Bitcoin and Ethereum will change the world for the better and give many sovereignty. However, most other projects are failures or scams that go to 0. The biggest scam of them all, is the US $ my friends.",Negative,45
