comment_id,comment,is_gibberish,has_link,translated_comment,detected_language,is_english,Level 1 ,Level 2 ,Level 3
video_114483,This guy is LBGTQ etc.This makes me want to sell my ripple.,Unlikely,Does not contain link,,English,English,2,0,0
video_180588,"=%OUR BRAND PARTNERS=%

>GBinance 20% Trading Fee Discount For Life + $600 Bonus*! =Ihttps://coinbureau.com/deals/trading/binance/
=Get Your Ledger Wallet, Plus $10 of free BTC =I https://coinbureau.com/deals/wallet/ledger/",Unlikely,Has link,,English,English,2,0,0
video_89197,"Tate my brother ! Step Finance really has the potential to go far, happy with my choice",Unlikely,Does not contain link,,English,English,2,0,0
video_71874,Your advice for Flokong is appreciated. once up to $2 the 200% is mine,Unlikely,Does not contain link,,English,English,2,0,0
video_41010,This is a perspective from someone who clearly doesn't understand the technology of blochchain and its potential use cases IMO.  Early adopters in new technologies at key inflection points in time and societal shifts are the ones who are rewarded in the long run.  I certainly wish I had the foresight and presence of mind to bet the farm on the internet and internet companies like Google or Amazon when they launched!  Time will tell,Unlikely,Does not contain link,,English,English,2,0,0
video_164837,"The war in Ukraine <ú<æ is meant to open your eyes to the reality in the financial system.Real estate firm and other businesses are also
closed to, only crypto holders and crypto investors are spending money with ease.",Unlikely,Does not contain link,,English,English,2,0,0
video_171921,"I must say. Bitcoin's price action has been fluctuated throughout the past few daysand weeks, with bulls and bears both
reaching a clear impasse, Tips like
this are why it's advisable for investors a
newbies to trade with the help of pro trader
like Jasmine of the First Trade Options. She is
always one step ahead of other traders, she
fully mentored all my trades and avoid me
making mistakes and losing my money. My
earnings have increased drastically from
2.01 BTC to 8.700 BTC in just 4 weeks
using her stratqy. You can easily get hold of
her for a prOfitable system on TE-LE-GRAM
@Jasminetrading",Unlikely,Does not contain link,,English,English,2,0,0
video_109657,"If you state theres no strategy for long term buying and holding for banks, explain swift&..",Unlikely,Does not contain link,,English,English,2,0,0
video_70580,Thank you for the insights into XAI25A$. Much appreciated! Excited for whats next d,Unlikely,Does not contain link,,English,English,2,0,0
video_129107,"Thanks for the insights! BTCs stability and ETHs upcoming updates are encouraging. DOGE has strong community support. I see a great opportunity in new cryptos, so I invested $5,000 in XAI50H. Excited for its future! =",Unlikely,Does not contain link,,English,English,2,0,0
video_29776,"Navalny's funeral was paid with BTC, because his assets were seized by Putin the dictator. Here's your use case.",Unlikely,Does not contain link,,English,English,2,0,0
video_64239,KNDX will be the axie infinity of this cycle I cant wait !!!,Unlikely,Does not contain link,,English,English,2,0,0
video_70111,"Been following you since 2022. Made 5x with Bitcoin, took profits, and now going heavy into XAI31A$. Lets go!",Unlikely,Does not contain link,,English,English,2,0,0
video_200750,Being part of the Web3 Infinity INFTY3 community has been an incredible journey. The project's growth and the team's commitment to success are truly inspiring. Don't miss out on the presale  it's your chance to join this remarkable venture!,Unlikely,Does not contain link,,English,English,2,0,0
video_249767,"Okay, but Step Finance has been a strong performer for me. The steady upward trend in value makes it a solid investment for anyone looking for long-term growth.",Unlikely,Does not contain link,,English,English,2,0,0
video_251130,Hi the date is now 10/22/2024 and it's back down  to .000018,Unlikely,Does not contain link,,English,English,2,0,0
video_205452,"I've been following up with Web3 Infinity INFTY3 for a while, and I must say that I'm thrilled with its novel approach to governance. Future events are exciting!",Unlikely,Does not contain link,,English,English,2,0,0
video_141570,Link up with her and remember to share testimonies with other's,Unlikely,Does not contain link,,English,English,2,0,0
video_39248,"53:20 Case study: Sam Bankman Fried.

Also, with the current rise of ""AI"" such as chatgpt, dall-e, midjourney, etc. I figure it's merely a matter of time before the cycle of scams and ponzi schemes continue.",Unlikely,Does not contain link,,English,English,2,0,0
video_54682,"If you buy anything for $1.00  And then sell it for $10.00. that is a 1000% profit before taxes and trading fees. Which in turn means your a legend. 

If your jumping into any trading market with less than $250k liquid, your a fool to buy anything over $2.50.  maybe max at $5.00 per share/coin/widget whatever. 

If you own 1000 shares of something you paid $25.00 for each share.  Maybe if you get lucky with all that money tied up in that market it goes up to say $34.00 per share in 2 years. Great. You risked $25k to make $9k... Maybe.  That's retarded.  

Anyone working at a business that has a 401k, go look at the shit they send you about how they invest it.  Everything conservative is fucking not doing shit for you over decades maybe 2%-3%.  Go look at the most profitable part of your portfolio.  It's the speculative shit probably hitting averages of 12%-13%.

Don't be a dumbass and try and play the trading big stocks game until your can invest enough in a conservative trade that when it goes up $9.00 you make hundreds of thousands of millions.  

Anyway. What the fuck do I know. This isn't advice. I do drugs and you shouldn't listen to me I am quite sincerely a madman.",Unlikely,Does not contain link,,English,English,2,0,0
video_95632,Because of the SEC INVESTIGATION/lawsuit& xrp might not be a crypto but it real use cases in real time. Bank of America and over 20 other big Banks use the ripple network.,Unlikely,Does not contain link,,English,English,2,0,0
video_239635,I've never felt this confident about an altcoin before. Web3 Infinity is a must-watch!,Unlikely,Does not contain link,,English,English,2,0,0
video_142296,"It is amazing what you do, the amount of time and effort you donate is astounding, thank you thank you...so glad I found your channel .building a steady income is quite difficult for newbies. TA is great, but the message is always the same: ""we could go up from here, but we could also go down from here."" I don't think you could ever make a trade based on TA but we could make more money together.  Thanks to Mr Martins ve made over 11btc lately using his methods and strategies in  just two week...",Unlikely,Does not contain link,,English,English,2,0,0
video_87096,I bought in XAI20K at 1$ and its still surging. I think itll go to around 5$,Unlikely,Does not contain link,,English,English,2,0,0
video_49386,"Yup.. Great video! That is an interesting angle for the argument. Agree with a lot of what you have said about the blockchain history development and creating buzzwords to attract more retail and money. 

One question about bitcoin fundamentals.
What is a safe haven for retail investors to store their value? 
The alternative is to keep within the traditional financial system. Banks, stocks, real estate (taking a loan for 25years) 

I still believe that bitcoin's rigid, decentralized software network will preserve its value. And as you said, it is deflationary. At the same time, all other traditional financial tools are inflationary (print as much as you govern by individuals). 

Thank you, but BTC is here to stay if you ask me =O",Unlikely,Does not contain link,,English,English,2,0,0
video_175391,"I dont have any Doge, but watch it shoot past $1 a piece in under 24 hours if he sets Twitter up to accept it for tips.
Nothing Musk does surprises me.",Unlikely,Does not contain link,,English,English,2,0,0
video_175903,Lmfao imagine listening to Elon and buying a crypto described as a shitcoin so you can have a better future.,Unlikely,Does not contain link,,English,English,2,0,0
video_248762,I still remember in late 2009 mining 30 Blocks of 50 BTC and when it hit $1 had to sell it because I needed to pay my mortgage.,Unlikely,Does not contain link,,English,English,2,0,0
video_213245,"Solana's rising star, Cyberopolis, offers limitless potential. Invest early for maximum returns!",Unlikely,Does not contain link,,English,English,2,0,0
video_223753,"Bitcoin to abhi uske all time high pe run kar raha hain to isme invest karna kitna thik rahega  ? 
Top 5 currency me se aap kaunsi currency me invest karne ki advice doge..? Plz sir reply me...",Unlikely,Does not contain link,,English,English,2,0,0
video_149264,Perfectly explained something I was mildly aware of till now. Thanks a lot Arun!,Unlikely,Does not contain link,,English,English,2,0,0
video_173527,"With Trump and Elon endorsing crypto, I think BTC, ETH and other coins are more likely to retest resistance and then head higher. But as always, things change day by day and all we can do is act responsibly, monitor the markets and reassess our strategies frequently. I would like to thank my mentor community Linda Kerry, for being my source of crypto education as I comfortably earned 12.7 BTC. So now I'm ready for bullrun",Unlikely,Does not contain link,,English,English,2,0,0
video_163011,"A lot of things happening in aex exchange 
Just sign up and enjoy together 
Don't miss",Unlikely,Does not contain link,,English,English,2,0,0
video_87220,Very good bro is very helpful post for beginner but there is a big problem in this most of the investment plan companies are scams i am works as an international online earning crypto project. Which is hundred percent decentralized system. new token called FRGX. FRGX  token is an amazing token. The started price 0.000114 $ and BNB price 0.000048 BNB. The FRGX token is launching on December 20th.#FRGX #bnb #crypto,Unlikely,Does not contain link,,English,English,2,0,0
video_169075,"Cool video =M<ü, but just FYI, there are other investment options, like Moonacy Protocol. Earn on exchanges and get a stable 1.5% daily",Unlikely,Does not contain link,,English,English,2,0,0
video_197727,XAI707K$ will be the first crypto to 20x under a week,Unlikely,Does not contain link,,English,English,2,0,0
video_138990,"Thanks to You Mate, I have realistic expectations for this bullrun. Got into crypto early this year and I have truly learned a lot from you about cycles, crypto and markets as a whole. Now I know that all assets/markets are heavily tied to each other and global economy has very high impact on Crypto. That is why I am very cautious about when traditional markets top and how this affects Bitcoin and altcoins. If i have not discovered your channel I would have blindly holding instead of engaging the market........ I have managed to grow a nest egg of around 9.3Bitcoin to a decent 44Bitcoin. in the space of a few months... I'm especially grateful to Evan Dannis whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape.",Likely,Does not contain link,,English,English,2,0,0
video_139701,Navigating my companys merger was a breeze with Norman Vitalii's team by my side. They helped us secure a deal worth $1 million.,Unlikely,Does not contain link,,English,English,2,0,0
video_184536,XRP will take over Bitcoin by this time next year!!!!,Unlikely,Does not contain link,,English,English,2,0,0
video_111489,"F*CK FTX- $FFTX

This one looks to be the next moonshot following the hype around #FTX

(5/5% tax
(Liq locked 1 month
(Contract renounce after launch 

Stealth 7pm UTC

Based Team >á
Theyre looking to flip $FTT with the fud around FTX",Unlikely,Does not contain link,,English,English,2,0,0
video_13464,"If someone could accurately predict commodity price trends, they wouldn't tell you about them as they would be too busy printing infinite money",Unlikely,Does not contain link,,English,English,2,0,0
video_191057,"Kamala Harris = better for the country, the environment, the world, for individual freedom and thus crypto. Gensler is on his way out if Harris wins. Expect the US economy (and others) to tank with tRump: https://www.youtube.com/watch?v=-0RKjCqZrB8",Unlikely,Has link,,English,English,2,0,0
video_2856,"That's why I've been looking into alternative cryptocurrencies like ETH, Cardano, and Winp Token",Unlikely,Does not contain link,,English,English,2,0,0
video_170427,"Crypto, blockchain and decentralization are easy to understand.  To put it in stock market terms; suppose someone fabricated a 'company' with no assets that would never produce anything and sold stock for the company; if the stock was based on a mathematical algorithm of limited hard to compute numbers it would be 'coins' like Bitcoin, if stock was just made up as needed it would be 'tokes' like Ethereum.  If a bitcoin pleases you as well as some piece of art then by all means collect it, someone somewhere may also get excited and later buy it from you; I never will.  3:28 is BS!  When you deposit 'ABC' $20bill into account '123', the 'ABC' is ignored, that's why a counterfeit 'ABC' won't be detected unless it is a defective copy in some way.  6:27 There aren't many 'crypto currencies just like there are regular currencies', because 'regular currencies' are issued by a country while crypto currencies are issued by anyone who cares to set one up.  USDC replaces $s with tokens and could/should be expanded to replace $s as long as serial numbers were checked.",Unlikely,Does not contain link,,English,English,2,0,0
video_43093,"You could honestly say the same things about the dollar, stock market, phsyical art....etc. A lot of things have a ""value"" that are completely predicated about the sentiment of said value.

Who knows where this goes.",Unlikely,Does not contain link,,English,English,2,0,0
video_125218,"Recently, I delved into SONY432R and found that its applications in the blockchain sector are extensive, especially in addressing current technological bottlenecks. I'm excited about its potential market performance in the coming years and plan to hold onto it long-term.",Unlikely,Does not contain link,,English,English,2,0,0
video_140273,"Hold onto your luck with $BOO tokens! <@ They're more than just assets; they're your digital charms bringing fortune, exclusive rewards, and voting rights. Plus, get ready for Solana's Most Epic Airdrop! Act fast - presale ends in 1 day!",Unlikely,Does not contain link,,English,English,2,0,0
video_170231,"Wow, the 1st Beginners Guide that I actually understand.
Thankyou so much.
Can't wait to watch your further tutorials =M=M=M",Unlikely,Does not contain link,,English,English,2,0,0
video_159626,"Hi, I'm Stephen Miller. I really enjoy your content and would love the opportunity to discuss some of the exciting projects I'm working on. I helped launch one of the largest gaming crypto platforms, GALA Games, and would be thrilled to explore potential collaborations or share insights on our upcoming initiatives.

Looking forward to connecting!",Unlikely,Does not contain link,,English,English,2,0,0
video_35921,"If you do the research, you can find the software tokens that will be around for this beast system. When I first downloaded Coinbase, I didn't know anything. I did the, ""learn to earn ' program and make $9, I lost $3 and prayed about where to put the $6. I looked at my coin list and saw Chainlink at 6.66% down, i can't remember the exact price but it was around $1.50 or something. I had pretty much forgotten about it until I heard something about crypto. I looked at my Coinbase app and my $6 was over $30! That's when I began to study. =
",Unlikely,Does not contain link,,English,English,2,0,0
video_22022,"Xrp investors fund ripple, ripple funds utube pumpers. Fomo occurs. More people purchase xrp. Wash,rinse, repete",Unlikely,Does not contain link,,English,English,2,0,0
video_246416,The price of XRP in 2025 will be 9 cents,Unlikely,Does not contain link,,English,English,2,0,0
video_26246,This video brought to you by your trusted Central Banking System!! Thank you for watching!!,Unlikely,Does not contain link,,English,English,2,0,0
video_60181,"I'm not usually one to jump into presales, but with Cortux, I couldn't resist. This is a solid project with massive potential!",Unlikely,Does not contain link,,English,English,2,0,0
video_52359,"Alex Becker put his trust in Bellumbit, and so did I! The presale is exciting, but the big moves are coming with the Coinbase and Binance listings. The skys the limit! <=¸",Unlikely,Does not contain link,,English,English,2,0,0
video_169516,"I make huge profits on my investment since i started trading with Mrs Loice Martha,her trading strategy are top notch coupled with the commission she charges on her trade",Unlikely,Does not contain link,,English,English,2,0,0
video_25807,If you bought btc on the day this was uploaded..,Unlikely,Does not contain link,,English,English,2,0,0
video_208562,"Don't fade $Gameboy guys, it's the next big thing in this space... There's gonna be a burn =% in few days With NFT=¼ and Nintendo retro gameplay<®You're very early on this!!!=%=%=%

$GBOY CA:

GKZbA2gDzw3MoxbfRsnrJTNi5uBDrnrz9bq1pNnx6kv",Unlikely,Does not contain link,,English,English,2,0,0
video_46688,Congrats on nearly 1.5m subs James. I've been with you since 50k or so! Content keeps getting better.,Unlikely,Does not contain link,,English,English,2,0,0
video_154866,"WE connect crypto with traditional finance in an user-friendly way, so that even people without any knowledge of crypto will be able to comfortably make payments or buy/sell cryptos to the best rates. 0% fee on WE payments and withdrawals<<


https://youtu.be/iD0RJCTYjYA",Unlikely,Has link,,English,English,2,0,0
video_75216,"I feel pretty certain that anything that could be purchased on the dark web is likely stolen merchandise, similar to most of what is found in pawnshops.",Unlikely,Does not contain link,,English,English,2,0,0
video_49069,I've been patiently waiting on a new video. Hands down some of the best content on YouTube.,Unlikely,Does not contain link,,English,English,2,0,0
video_125182,Bought 50k XAI707K COIN..from 4 cents to $1 soon..30 x.. Binance just bought 10 Billion XAI707K coin..====,Unlikely,Does not contain link,,English,English,2,0,0
video_237457,Web3 Infinity token's value proposition is compelling. It's worth considering for investment.,Unlikely,Does not contain link,,English,English,2,0,0
video_42789,"Great content! 
Although I do see some potential in Bitcoin and also in Ethereum, I also am rather skeptical about the countless other ""tokens"" out there. I find it tremendously hard to find a project that really claims to have some substance behind it that is NOT ""fueling the machine further"" (I call that DeFi) or being a ponzi from the start. And also the dog coins depend largely on Musk and what he's up to -- hardly what a de-centralized approach should be...
I only found the BANANO memecoin as a good thing because it's feeless and has a good community ... but this is no advice, just an opinion.",Unlikely,Does not contain link,,English,English,2,0,0
video_173651,IncomeSharks has been shilling M87 (Messier) for nearly a year now. Check it out Alex. A clear winner if utility coins pump.,Unlikely,Does not contain link,,English,English,2,0,0
video_20614,I just wish someone would cover Celer Network coin. I feel like it will do well but Id love other opinions.,Unlikely,Does not contain link,,English,English,2,0,0
video_196588,Thrilled to be part of BingX Ethereum event with a whopping 20 ETH prize pool The event's organization and transparency have been top-notch so far.,Unlikely,Does not contain link,,English,English,2,0,0
video_1675,"Hold my 256 BTC from 2015 
And 3000 ETH 
They are cheap before ==============e",Unlikely,Does not contain link,,English,English,2,0,0
video_87032,I enjoy the buzz surrounding Web3 Infinity INFTY3. This might be the forthcoming big thing! Looking forward to what Web3 Infinity INFTY3 has in store for us. The future appears promising!,Unlikely,Does not contain link,,English,English,2,0,0
video_12069,Eagerly awaiting the impact of Alemio on the crypto market. The presale is just the beginning of what promises to be a groundbreaking journey,Unlikely,Does not contain link,,English,English,2,0,0
video_160866,"Even at the current stage of bitcoin, I'm still receiving $21.420, as a weekly returns im working with a professional expert with the best analytical tools , i also meant him here, it's good to sometime, watch and comments, it's the right time to trade wisely <Æ<",Unlikely,Does not contain link,,English,English,2,0,0
video_36274,"I always try and look at all sides of a subject and keep an open mind. With that being said, this video is total BS. This documentary is 54 minutes of James Jani failing to understand Bitcoin and slandering a powerful technology designed to empower the individual. I'm not going to attempt to correct his points since this will end up being an essay but please people - research this stuff outside of the perspective of skeptics and look to the people who have become successful from it. Understand the fundamentals and context upon which it was designed.",Unlikely,Does not contain link,,English,English,2,0,0
video_121571,I've Finally Found Him is a great book on Amazon,Unlikely,Does not contain link,,English,English,2,0,0
video_130533,Swapped my alts for BTC and Kardden. They are ramping it up,Unlikely,Does not contain link,,English,English,2,0,0
video_129414,"I remember when I just got into crypto back in 2019 but later in 2020 I ended up selling it because I was dumb and I didn't understand it. I studied and learned and now I know how it works. Got back into crypto early in 2023 with 10k and Im up with 128k in a short period of time .This comment serves as motivation for all those who have invested and continue to invest in cryptocurrencies with so many losses, do not give up, cryptocurrencies can change your life. Do your best to connect with the right people and you will surely see changes.",Unlikely,Does not contain link,,English,English,2,0,0
video_197368,"When TRUP200X reaches 10,000 USD, the same people will regret not buying it when it was priced at 30USD.",Unlikely,Does not contain link,,English,English,2,0,0
video_141189,"You can never go wrong while getting the right information from a trusted source as this, they give clear and brief information on the DO'S AND DONTS in the crypto world. i have never regret following their processes.",Unlikely,Does not contain link,,English,English,2,0,0
video_81936,"@muhammadjawed615:3/3luckyMetaverse (LMETA) is a new and fast growing METAVERSE PLAY TO EARN GAMING PROJECT (P2E)
 1Earn daily 5% as passive income
 1Staking rewardhj",Unlikely,Does not contain link,,English,English,2,0,0
video_170614,I recently got hired to work for a broker who only uses cryptocurrency so this helps a lot. Thank you so much for helping me,Unlikely,Does not contain link,,English,English,2,0,0
video_63564,"XAI43K$ and ETH together? Bro, this combo feels unstoppable. 15x is just the start =",Unlikely,Does not contain link,,English,English,2,0,0
video_221396,"Hey ! Pls teach me about crypto you are full of knowledge 
I cannot see your new videos about crypto pls make new videos about crypto",Unlikely,Does not contain link,,English,English,2,0,0
video_131548,No thanks my Alt coins have more utilities then BTC,Unlikely,Does not contain link,,English,English,2,0,0
video_120783,"Holding your phone looks so gansta, Why not hold your Prize's hand instead.",Unlikely,Does not contain link,,English,English,2,0,0
video_200367,"Trumps has bought Qarddin Token, you can see him stacking up on his ethereum address",Unlikely,Does not contain link,,English,English,2,0,0
video_119635,This guy after getting gaming pc for free on wish: I COMPLETELY GOT SCAMED,Unlikely,Does not contain link,,English,English,2,0,0
video_57381,"Yeah crypto is new space and people should be very careful with their money but don't sleep on potential to earn milions of dollars when it's in front of you. Many people who listened to Musk and other smart people are now driving Lambos because they made smart decision to invest some percentage of their portfolio into assets like Bitcoin and Doge, so dogecoin to the moon  ===",Unlikely,Does not contain link,,English,English,2,0,0
video_237418,Investing in Web3 Infinity INFTY3 has been a transformative experience for me. The project's disruptive technology and strong community make it a solid choice. Take action now and join the presale!,Unlikely,Does not contain link,,English,English,2,0,0
video_93299,So while ETH is still cheap. Make sure to buy 32 ETH to run a full node.,Unlikely,Does not contain link,,English,English,2,0,0
video_19551,"Advice is to buy around 10c an sell when around 40.000 USD, you're welcome",Unlikely,Does not contain link,,English,English,2,0,0
video_92858,So the goal from a protocol standpoint is to get better phones to be able to process the amount of data!?!?! =,Unlikely,Does not contain link,,English,English,2,0,0
video_179487,Investing in INFTY3 Token has been a transforming experience for me. The project's revolutionary technology and robust community make it a viable choice. Take action today and join the presale!,Unlikely,Does not contain link,,English,English,2,0,0
video_5453,Hit 200k today. Thank you for all the knowledge and nuggets you had thrown my way over the last months. Started with 17k in last month 2024.,Unlikely,Does not contain link,,English,English,2,0,0
video_153282,"It works by getting rid of the intermediaries. Trust me, I've been in this space for a decade.",Unlikely,Does not contain link,,English,English,2,0,0
video_188669,WinpToken has earned a spot in my $1k investment portfolio. Let's hope for remarkable growth and returns!,Unlikely,Does not contain link,,English,English,2,0,0
video_5573,Web3 Infinity token's vision aligns with the principles of decentralization. It's a step forward.,Unlikely,Does not contain link,,English,English,2,0,0
video_3218,"Extremely point by point video  Well I will also say this here, Most people don't understand the concept of ""buying the dip"" buying the dip is all about buying digital assets when their prices are down and selling off when the price rises. Holding is great, although trading is far more profitable. I was able to grasp the knowledge of trading crypto assets early enough, but I was still limited due to my lack of technical understanding of how to analyze the digital market, all that changed when I encountered *The Encrypt Invest* , I must confess it was easier to understand with the assistance of  Jared that has made me over good oin.",Unlikely,Does not contain link,,English,English,2,0,0
video_251370,"Considering the current market dynamics, Web3 Infinity token has sparked my interest. It might be worth exploring further.",Unlikely,Does not contain link,,English,English,2,0,0
video_175913,"My 20,000 $ on doge are sitting and worth 2,000$ as of today  , just for fun",Unlikely,Does not contain link,,English,English,2,0,0
video_176729,Good day!!! I think XAI215T will hit the 0.55 to 0.60 usd in December. <,Unlikely,Does not contain link,,English,English,2,0,0
video_153840,"If eth goes to 20k i can finally tell my family mbrs ""i told you so""",Unlikely,Does not contain link,,English,English,2,0,0
video_221912,Sir hum kis cryptocurrncy may invest kar saktay hay .plz guide =O me,Unlikely,Does not contain link,,English,English,2,0,0
video_116637,"Ferrari dividend x dividend growth x CoinGoLive ATH = Ferrari collection

Please note that this is not an investment recommendation.",Unlikely,Does not contain link,,English,English,2,0,0
video_36959,This video is insanely informative and interesting bravo you have outdone yourself!,Unlikely,Does not contain link,,English,English,2,0,0
video_2589,Cryptocurrency is the biggest technology in the worldd. Like Forsage is the biggest project in the world=M. Forsage Blockchain system and life time opportunity<<<.#forsage #xqore #bnb #crypto,Unlikely,Does not contain link,,English,English,2,0,0
video_46268,"Thank you for this. Very informative. I never got into crypto because nobody who was in it could ever explain it, and now I know why.",Unlikely,Does not contain link,,English,English,2,0,0
video_198961,"If that ever happens, I'll buy one just to see what happens. Definitely worth the risk considering what's happened with bitcoin historically.",Unlikely,Does not contain link,,English,English,2,0,0
video_146047,"Great video!!...my 8 months old bitcoin portfolio has smashed $450k in value from an initial allocation of $180k. Trust me you can feel the pain of discipline early or feel the pain of regret later, your choice to make and i have been investing with the help of my profession broker.",Unlikely,Does not contain link,,English,English,2,0,0
video_173743,"I wanted to invest on the absolute lowest lows. Right at the moments you pointed out a few times in the first few minutes of the video, but coinbase takes forever to verify me... i got my hardware wallets, set everything up, made my account on coinbase on friday, and now I am still not verified... i want to buy, but i'm physically blocked out... FML",Unlikely,Does not contain link,,English,English,2,0,0
video_240640,"I hope you're doing well! I wanted to share some exciting news with you about a fantastic crypto trader I've recently discovered. This trader has a remarkable track record for generating daily profits, and I believe they could significantly enhance your investment strategy.
Why this crypto trader stands out:
1. **Consistent Daily Profits:** They have a proven history of delivering consistent daily returns on investments, ensuring your money works for you every day.
2. **Expert Analysis:** Their trading decisions are backed by in-depth market analysis and advanced algorithms, minimizing risks and maximizing gains.
3. **Transparent Operations:** Youll receive regular updates and reports, keeping you fully informed about your investments' performance.
4. **Client Testimonials:** Numerous satisfied clients vouch for their expertise and profitability, making them a trusted choice in the crypto trading community.
I genuinely think this could be a great opportunity for you to boost your earnings. If you're interested, I'd be happy to share more details or connect you directly massage her directly on WhatsApp +447438432239 and be the next to testified",Unlikely,Does not contain link,,English,English,2,0,0
video_200664,The potential of XAI919K is unreal! Excited to see where this goes after watching your video!,Unlikely,Does not contain link,,English,English,2,0,0
video_12664,It would be nice if shorts told you when they were published so you would know how old this information is,Unlikely,Does not contain link,,English,English,2,0,0
video_192155,Presale excitement for Web3 Infinity INFTY3. It's your chance to invest in greatness!,Unlikely,Does not contain link,,English,English,2,0,0
video_49327,It's ironic that I got 3 crypto ads during this video.,Unlikely,Does not contain link,,English,English,2,0,0
video_86947,This video is a goldmine of information for anyone new to crypto.,Unlikely,Does not contain link,,English,English,2,0,0
video_25972,"This is the same guy who didn't bought at dip $20,000 and now creates a video about bitcoin",Unlikely,Does not contain link,,English,English,2,0,0
video_175257,"URGENT $MOONMARKET COIN GOING BONKERS!! 

DONT MISS YOUR CHANCE ON SOMETHING BIG COMING!

ADDRESS:

CcPYxgVbSmP9VgNRLdT7KkznZJQ7DyFJ2ZvSPwgdN62e",Unlikely,Does not contain link,,English,English,2,0,0
video_36552,Thanks for making cryptos visible again. Just please dont FUD,Unlikely,Does not contain link,,English,English,2,0,0
video_157394,Cyberopolis! Your ticket to wealth in this bull run. Invest now and watch it grow!,Unlikely,Does not contain link,,English,English,2,0,0
video_132244,"Me: 
98.07% Bitcoin 1% Riot 0.93% Cash  

Also buying Bitcoin every week",Unlikely,Does not contain link,,English,English,2,0,0
video_187340,"Keep up the good work, and yes, please do more deep dive into AMS90H.",Unlikely,Does not contain link,,English,English,2,0,0
video_150773,More like this please! You are a great explainer. I'm not a phone guy so I would love to see you use your prodigious skills more broadly. You are absolutely one of the best YouTubers of any kind.,Unlikely,Does not contain link,,English,English,2,0,0
video_77705,"Maybe talk to customer support, you can get all the attention you want im sure",Unlikely,Does not contain link,,English,English,2,0,0
video_205748,You clearly dont have a clue banks are adopting XRP all over the world its been adopted in UK and been discussed in the Houses of Parliament,Unlikely,Does not contain link,,English,English,2,0,0
video_190949,I think $usa memecoin IS the best fit for élection because it will pump regardless who wins,Unlikely,Does not contain link,,English,English,2,0,0
video_62216,"These tokens have actual utility, and people will pay money to rent them.",Unlikely,Does not contain link,,English,English,2,0,0
video_39500,"I don't have a firm view either way, but if crypto is a scam, then expensive paintings, old postage stamps, vintage cars etc. that have much lower utility value than they sell for, should also be a scam.  However we are comfortable that these sell for millions because we grew up with these.   OTOH, if you agree that a rare vintage Ferrari can be worth a million, then so can crypto.  For anything to have value, all it takes is millions of people agreeing it has value.  For example the same house in an expensive neighborhood is double the price because everyone accepts that.  If so, it's the same for crypto.  Once millions accept that it has value, then it does, because there will always be buyers and sellers at that price.   You can argue that one day there might not be buyers.  Well, when the earthquake hit San Francisco in 1989 there were no buyers so the houses suddenly went down in value.   But no one says houses are a scam.   Please feel free to post opposite views if you are logical, polite / civil.   PS.  using celebrities to endorse cosmetics for example happens all the time.",Unlikely,Does not contain link,,English,English,2,0,0
video_176337,"Excellent video as always if it weren't for you i would have lost everything at the beginning of this adventure. I just made my first $400,000 in crypto market and I barely know how to express how happy and excited I am right now.",Unlikely,Does not contain link,,English,English,2,0,0
video_66010,"I was skeptical at first, but the ADX tokenomics make so much sense. Adaxum  could be a game-changer for long-term investors.",Unlikely,Does not contain link,,English,English,2,0,0
video_26267,You might want to better understand the real thesis behind Bitcoin.,Unlikely,Does not contain link,,English,English,2,0,0
video_37624,"I own 1 bitcoin. Its a gold plated copper round. As such, it has real value",Unlikely,Does not contain link,,English,English,2,0,0
video_81493,"Having used Zapper for Ethereum, Step Finance feels like its Solana counterpart. A deep dive into what Step does better for multi-chain users would be awesome.",Unlikely,Does not contain link,,English,English,2,0,0
video_247723,One thing I know is that Amazon's AMS28K will make people rich in 2025 only if we get in now .,Unlikely,Does not contain link,,English,English,2,0,0
video_756,This amazing Dynamicllc invest especially for people with anxiety disorders who either can't go out or can't handle high stress jobs. This is wonderful. Thank you so much for caring and sharing. Blessings,Unlikely,Does not contain link,,English,English,2,0,0
video_11352,They already brought if a law to do this and will implement it soon lol.  Keep up to date,Unlikely,Does not contain link,,English,English,2,0,0
video_58012,"#SI, the ocean's #Sealwifhat, proving cute seals can also be crypto giants."". 
#SI #Sealwifhat",Unlikely,Does not contain link,,English,English,2,0,0
video_236189,"I remember when I just got into crypto back in 2019 but later in 2020 I ended up selling it because I was dumb and I didn't understand it. I studied and learned and now I know how it works. Got back into crypto early in 2023 with 10k and Im up with 128k in a short period of time .This comment serves as motivation for all those who have invested and continue to invest in cryptocurrencies with so many losses, do not give up, cryptocurrencies can change your life. Do your best to connect with the right people and you will surely see changes.",Unlikely,Does not contain link,,English,English,2,0,0
video_67569,Gotta say you are one of the few who actually say often enough where to put stop losses and to not be too agressive with trades and take the easy money instead of betting on more. It is very mature and good trading behaviour unlike many other youtubers.,Unlikely,Does not contain link,,English,English,2,0,0
video_191788,Really good podcast but Ranveer please let him talk and also ask some more technical questions and also you should have asked about his life.,Unlikely,Does not contain link,,English,English,2,0,0
